Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
30000,29975.0,0.2333,60,debt_consolidation,0.1739,FL,MORTGAGE,7083.33,"[665, 669]",21.0,56145.0,1.0,10+ years,667
10000,10000.0,0.1409,36,debt_consolidation,0.0582,LA,RENT,8750.0,"[660, 664]",14.0,11394.0,0.0,3 years,662
16000,15900.0,0.1558,60,debt_consolidation,0.1286,WA,MORTGAGE,5427.42,"[700, 704]",11.0,19407.0,1.0,5 years,702
35000,35000.0,0.1758,36,debt_consolidation,0.118,MA,MORTGAGE,13333.33,"[690, 694]",12.0,21393.0,1.0,10+ years,692
8000,8000.0,0.1372,36,wedding,0.0967,TX,RENT,7758.33,"[665, 669]",6.0,12110.0,1.0,2 years,667
14500,14500.0,0.1311,36,debt_consolidation,0.2829,WA,MORTGAGE,5988.67,"[700, 704]",12.0,18020.0,2.0,10+ years,702
12000,11925.0,0.1062,36,other,0.1902,VA,RENT,5000.0,"[720, 724]",9.0,11779.0,0.0,1 year,722
4500,4500.0,0.1343,36,car,0.0123,CA,RENT,11500.0,"[670, 674]",5.0,1847.0,1.0,1 year,672
16500,16350.0,0.1183,36,debt_consolidation,0.1744,TX,RENT,4810.08,"[725, 729]",7.0,24351.0,1.0,3 years,727
10000,10000.0,0.0991,36,debt_consolidation,0.1432,MN,MORTGAGE,3666.67,"[705, 709]",9.0,17161.0,0.0,1 year,707
35000,35000.0,0.1905,60,credit_card,0.134,CA,MORTGAGE,9166.67,"[690, 694]",7.0,26633.0,0.0,1 year,692
21000,6165.31,0.1109,36,home_improvement,0.2128,CA,OWN,18333.33,"[745, 749]",31.0,270800.0,5.0,2 years,747
8400,6725.0,0.1545,36,debt_consolidation,0.1571,MD,RENT,7083.33,"[640, 644]",7.0,14578.0,3.0,< 1 year,642
6000,6000.0,0.079,36,credit_card,0.0931,TX,OWN,1750.0,"[705, 709]",14.0,5056.0,0.0,6 years,707
12000,12000.0,0.1922,36,debt_consolidation,0.1462,CT,OWN,4166.67,"[665, 669]",3.0,6309.0,0.0,6 years,667
12100,12100.0,0.1689,36,small_business,0.1116,TX,MORTGAGE,6166.67,"[665, 669]",5.0,2081.0,0.0,4 years,667
25000,25000.0,0.1409,36,home_improvement,0.0479,MD,MORTGAGE,6833.33,"[675, 679]",5.0,8811.0,0.0,8 years,677
16000,15925.0,0.0603,36,debt_consolidation,0.1448,CA,MORTGAGE,7333.33,"[780, 784]",11.0,71838.0,1.0,10+ years,782
27000,27000.0,0.1825,36,home_improvement,0.2232,SC,MORTGAGE,8583.33,"[690, 694]",9.0,6658.0,1.0,8 years,692
12250,12250.0,0.1875,36,debt_consolidation,0.1721,LA,OWN,2916.67,"[665, 669]",7.0,10523.0,0.0,7 years,667
10000,10000.0,0.1777,36,debt_consolidation,0.226,AZ,RENT,2500.0,"[665, 669]",12.0,12938.0,2.0,4 years,667
9175,9175.0,0.1367,36,credit_card,0.1943,IL,MORTGAGE,7083.33,"[675, 679]",8.0,25639.0,0.0,8 years,677
14075,14075.0,0.1531,36,debt_consolidation,0.257,VA,OWN,4000.0,"[680, 684]",13.0,11907.0,2.0,5 years,682
13100,13100.0,0.1855,36,debt_consolidation,0.2324,NY,RENT,7968.75,"[660, 664]",19.0,19607.0,1.0,10+ years,662
14675,14675.0,0.089,36,debt_consolidation,0.1495,NY,MORTGAGE,4000.0,"[715, 719]",6.0,12764.0,0.0,7 years,717
5000,4900.0,0.1114,36,major_purchase,0.0284,FL,RENT,3200.0,"[710, 714]",6.0,2650.0,2.0,3 years,712
18000,18000.0,0.1311,36,debt_consolidation,0.2654,OR,MORTGAGE,4166.67,"[670, 674]",11.0,16680.0,0.0,10+ years,672
12000,12000.0,0.0762,36,debt_consolidation,0.151,CO,RENT,5666.67,"[775, 779]",7.0,12094.0,0.0,10+ years,777
19400,19400.0,0.1433,36,debt_consolidation,0.1615,MA,MORTGAGE,4583.33,"[680, 684]",12.0,12434.0,0.0,7 years,682
18000,18000.0,0.1212,36,debt_consolidation,0.1929,IL,RENT,3333.33,"[665, 669]",15.0,26573.0,0.0,10+ years,667
12000,12000.0,0.1777,36,debt_consolidation,0.0984,NY,MORTGAGE,7500.0,"[665, 669]",11.0,15866.0,0.0,7 years,667
8000,8000.0,0.1311,36,debt_consolidation,0.2611,MN,MORTGAGE,4166.67,"[675, 679]",15.0,11500.0,0.0,< 1 year,677
23750,23750.0,0.1972,60,debt_consolidation,0.1422,CT,RENT,8333.33,"[710, 714]",12.0,10549.0,3.0,2 years,712
7500,7475.0,0.1558,36,debt_consolidation,0.1074,VA,MORTGAGE,5000.0,"[695, 699]",8.0,8257.0,0.0,2 years,697
5500,5500.0,0.1269,36,debt_consolidation,0.2124,OH,RENT,1666.67,"[680, 684]",7.0,5056.0,1.0,< 1 year,682
16950,16950.0,0.1727,60,debt_consolidation,0.2662,OK,MORTGAGE,3583.33,"[710, 714]",7.0,12588.0,3.0,10+ years,712
3000,2950.0,0.1114,36,major_purchase,0.2774,VA,MORTGAGE,4333.33,"[715, 719]",6.0,6346.0,0.0,5 years,717
1600,1600.0,0.1349,36,debt_consolidation,0.121,CA,RENT,3200.0,"[670, 674]",5.0,1214.0,0.0,6 years,672
6000,6000.0,0.0749,36,home_improvement,0.1466,NC,MORTGAGE,5833.33,"[715, 719]",12.0,7961.0,0.0,9 years,717
7350,7350.0,0.1212,36,debt_consolidation,0.1985,CA,OWN,3355.05,"[695, 699]",19.0,11626.0,3.0,10+ years,697
12825,12825.0,0.1777,36,debt_consolidation,0.2441,CA,MORTGAGE,3416.67,"[670, 674]",15.0,8539.0,1.0,10+ years,672
24000,23975.0,0.21,60,debt_consolidation,0.2369,OK,MORTGAGE,6500.0,"[685, 689]",17.0,36555.0,3.0,6 years,687
10000,10000.0,0.1849,60,debt_consolidation,0.1647,FL,RENT,4104.67,"[695, 699]",5.0,7597.0,0.0,5 years,697
5500,5500.0,0.1433,36,debt_consolidation,0.2783,WV,OWN,1541.67,"[675, 679]",5.0,10481.0,1.0,n/a,677
17500,17500.0,0.1472,36,debt_consolidation,0.093,CA,RENT,9519.75,"[695, 699]",9.0,31279.0,0.0,10+ years,697
10000,10000.0,0.1311,36,credit_card,0.1901,OH,MORTGAGE,7500.0,"[680, 684]",11.0,14426.0,1.0,9 years,682
20000,16275.0,0.0617,36,debt_consolidation,0.1227,MD,MORTGAGE,8083.33,"[770, 774]",13.0,29813.0,1.0,10+ years,772
11600,11600.0,0.0699,36,debt_consolidation,0.0862,CA,RENT,5833.33,"[735, 739]",8.0,2671.0,1.0,< 1 year,737
12000,12000.0,0.1399,60,debt_consolidation,0.1298,CT,RENT,4166.67,"[715, 719]",8.0,2316.0,1.0,3 years,717
13000,6770.1,0.1126,36,small_business,0.1405,CA,MORTGAGE,7666.67,"[720, 724]",8.0,9551.0,0.0,9 years,722
8575,8550.0,0.1727,36,debt_consolidation,0.0984,NY,RENT,2500.0,"[665, 669]",6.0,8807.0,2.0,7 years,667
6100,6100.0,0.1409,36,credit_card,0.0951,LA,RENT,6666.67,"[685, 689]",10.0,5665.0,2.0,2 years,687
14000,14000.0,0.1531,36,credit_card,0.1426,PA,MORTGAGE,5000.0,"[680, 684]",5.0,11249.0,2.0,10+ years,682
10500,10500.0,0.1433,36,debt_consolidation,0.1955,FL,MORTGAGE,5666.67,"[670, 674]",7.0,11301.0,0.0,10+ years,672
19600,19525.0,0.2149,60,small_business,0.0976,CA,RENT,4170.0,"[675, 679]",8.0,11669.0,0.0,4 years,677
15000,15000.0,0.158,36,credit_card,0.1027,NV,RENT,3333.33,"[670, 674]",11.0,10108.0,0.0,4 years,672
8000,8000.0,0.1727,36,other,0.0528,AZ,MORTGAGE,5833.33,"[725, 729]",11.0,12484.0,1.0,10+ years,727
20000,20000.0,0.2149,36,debt_consolidation,0.2747,TX,MORTGAGE,7750.0,"[660, 664]",15.0,26976.0,0.0,2 years,662
11000,10969.64,0.1253,36,debt_consolidation,0.1889,IL,RENT,3500.0,"[700, 704]",6.0,6811.0,1.0,2 years,702
6000,5905.66,0.179,36,credit_card,0.066,MI,RENT,4166.67,"[675, 679]",5.0,3433.0,1.0,2 years,677
12000,12000.0,0.1114,36,debt_consolidation,0.0311,CA,MORTGAGE,10833.33,"[705, 709]",12.0,11941.0,0.0,2 years,707
17000,17000.0,0.1311,36,debt_consolidation,0.1692,CA,RENT,5083.33,"[690, 694]",10.0,8890.0,0.0,7 years,692
6250,6250.0,0.079,36,debt_consolidation,0.0845,IL,RENT,1916.67,"[720, 724]",6.0,3295.0,0.0,1 year,722
27825,27825.0,0.2376,60,debt_consolidation,0.1286,CA,RENT,6250.0,"[665, 669]",16.0,27093.0,1.0,4 years,667
30000,30000.0,0.1531,36,debt_consolidation,0.1542,NJ,RENT,8333.33,"[680, 684]",21.0,29060.0,1.0,8 years,682
4200,3969.9,0.1411,36,home_improvement,0.0462,OH,MORTGAGE,1558.42,"[675, 679]",6.0,2255.0,1.0,< 1 year,677
3800,3800.0,0.2198,36,small_business,0.0831,CA,RENT,4333.33,"[680, 684]",6.0,4843.0,2.0,7 years,682
2000,2000.0,0.1531,36,moving,0.2143,NC,RENT,2766.67,"[670, 674]",5.0,2162.0,3.0,< 1 year,672
6000,6000.0,0.1409,36,debt_consolidation,0.2425,AZ,RENT,4000.0,"[680, 684]",12.0,24934.0,1.0,10+ years,682
21000,21000.0,0.1905,60,debt_consolidation,0.1624,TX,RENT,8416.67,"[685, 689]",8.0,8764.0,2.0,5 years,687
2500,2500.0,0.1349,36,credit_card,0.0624,NY,RENT,5416.67,"[680, 684]",8.0,15373.0,0.0,6 years,682
2400,2400.0,0.1677,36,other,0.17,WA,RENT,2700.0,"[690, 694]",3.0,3418.0,1.0,3 years,692
13000,13000.0,0.1074,36,credit_card,0.1546,CA,RENT,2166.67,"[720, 724]",4.0,11101.0,0.0,3 years,722
4800,4800.0,0.1465,36,credit_card,0.139,HI,RENT,5000.0,"[665, 669]",8.0,7391.0,0.0,2 years,667
17475,17475.0,0.0991,36,credit_card,0.1776,NJ,RENT,3333.33,"[730, 734]",15.0,17261.0,1.0,2 years,732
16450,16400.0,0.2197,60,debt_consolidation,0.2559,PA,MORTGAGE,2833.33,"[670, 674]",23.0,12670.0,2.0,5 years,672
14000,14000.0,0.1465,36,debt_consolidation,0.0347,CA,MORTGAGE,8750.0,"[680, 684]",6.0,9035.0,1.0,10+ years,682
2500,2500.0,0.1727,36,other,0.1134,OH,MORTGAGE,5833.33,"[665, 669]",8.0,14122.0,0.0,8 years,667
8000,8000.0,0.1849,36,debt_consolidation,0.1445,VA,RENT,4166.67,"[660, 664]",10.0,9425.0,2.0,4 years,662
5000,5000.0,0.1253,36,debt_consolidation,0.2149,FL,RENT,3108.33,"[705, 709]",8.0,0.0,0.0,2 years,707
15000,15000.0,0.1311,36,debt_consolidation,0.1278,MA,RENT,9000.0,"[690, 694]",19.0,11016.0,0.0,< 1 year,692
25000,24814.89,0.1269,60,wedding,0.0383,NY,MORTGAGE,22916.67,"[720, 724]",13.0,34069.0,0.0,10+ years,722
3000,2975.0,0.089,36,debt_consolidation,0.32,FL,RENT,1000.0,"[700, 704]",7.0,9730.0,0.0,n/a,702
6000,6000.0,0.079,36,credit_card,0.3364,WI,RENT,4116.67,"[705, 709]",16.0,33746.0,0.0,1 year,707
7800,7800.0,0.1065,36,debt_consolidation,0.0715,CO,MORTGAGE,4000.0,"[720, 724]",6.0,11063.0,2.0,9 years,722
25000,25000.0,0.079,36,debt_consolidation,0.1866,MI,MORTGAGE,7083.33,"[710, 714]",17.0,47504.0,0.0,9 years,712
18500,3100.0,0.1533,36,credit_card,0.0524,NY,RENT,7500.0,"[660, 664]",8.0,22379.0,0.0,1 year,662
12000,12000.0,0.1299,60,home_improvement,0.1667,GA,MORTGAGE,9166.67,"[710, 714]",11.0,25165.0,0.0,2 years,712
5000,5000.0,0.1599,36,debt_consolidation,0.0526,AL,MORTGAGE,2416.67,"[665, 669]",5.0,1620.0,0.0,6 years,667
2500,2500.0,0.1059,60,other,0.0215,MD,OWN,3958.0,"[745, 749]",4.0,3417.0,0.0,2 years,747
16000,16000.0,0.1629,60,debt_consolidation,0.0576,NC,MORTGAGE,5083.33,"[710, 714]",7.0,8729.0,1.0,10+ years,712
25000,25000.0,0.1531,60,debt_consolidation,0.0398,NY,RENT,5666.67,"[745, 749]",6.0,11079.0,0.0,3 years,747
2000,2000.0,0.1689,36,other,0.1191,AR,RENT,3400.0,"[660, 664]",3.0,747.0,3.0,10+ years,662
2200,2200.0,0.1016,36,major_purchase,0.2415,GA,MORTGAGE,3400.0,"[730, 734]",6.0,1453.0,0.0,5 years,732
14000,13825.0,0.1025,36,debt_consolidation,0.0926,GA,MORTGAGE,8333.33,"[730, 734]",8.0,40267.0,1.0,10+ years,732
3000,3000.0,0.1311,36,debt_consolidation,0.3221,SD,MORTGAGE,2583.33,"[670, 674]",13.0,6683.0,0.0,1 year,672
11425,11400.0,0.0991,36,debt_consolidation,0.1947,FL,MORTGAGE,4750.0,"[730, 734]",9.0,6359.0,3.0,8 years,732
17325,17325.0,0.1727,60,debt_consolidation,0.3024,CA,RENT,3750.0,"[705, 709]",13.0,31362.0,1.0,9 years,707
5425,5425.0,0.0849,36,debt_consolidation,0.2116,WV,MORTGAGE,6333.33,"[730, 734]",21.0,25996.0,3.0,10+ years,732
20000,20000.0,0.2278,60,debt_consolidation,0.0163,CA,RENT,12500.0,"[665, 669]",5.0,5407.0,0.0,5 years,667
3300,3300.0,0.1171,36,car,0.0416,FL,RENT,3730.0,"[700, 704]",7.0,3675.0,1.0,1 year,702
2000,2000.0,0.1727,36,home_improvement,0.2051,GA,MORTGAGE,3750.0,"[670, 674]",10.0,1371.0,1.0,7 years,672
26500,26500.0,0.1311,36,home_improvement,0.1399,CA,RENT,5833.33,"[745, 749]",8.0,64504.0,2.0,5 years,747
17975,17975.0,0.1855,36,debt_consolidation,0.1855,FL,RENT,4833.33,"[670, 674]",10.0,17448.0,0.0,7 years,672
15000,14925.21,0.1347,36,debt_consolidation,0.1406,NY,RENT,4458.33,"[700, 704]",15.0,7701.0,1.0,6 years,702
16400,16350.0,0.1399,60,debt_consolidation,0.236,FL,RENT,3500.0,"[725, 729]",11.0,16693.0,1.0,5 years,727
13500,13500.0,0.1399,60,debt_consolidation,0.1259,OR,MORTGAGE,8833.33,"[700, 704]",11.0,18978.0,0.0,2 years,702
12000,12000.0,0.1527,36,debt_consolidation,0.039,AZ,RENT,7083.33,"[670, 674]",7.0,6040.0,1.0,2 years,672
16750,16750.0,0.2148,60,debt_consolidation,0.2188,HI,RENT,2833.33,"[665, 669]",12.0,7903.0,0.0,3 years,667
8000,8000.0,0.1218,36,major_purchase,0.0124,MA,RENT,1125.0,"[745, 749]",2.0,707.0,0.0,2 years,747
10000,10000.0,0.0976,36,debt_consolidation,0.1408,LA,MORTGAGE,5416.67,"[710, 714]",8.0,10560.0,0.0,3 years,712
10000,10000.0,0.1521,36,debt_consolidation,0.1093,CA,RENT,7083.0,"[670, 674]",13.0,11890.0,0.0,3 years,672
5525,5525.0,0.1385,36,credit_card,0.2103,CA,MORTGAGE,6620.0,"[720, 724]",8.0,37573.0,2.0,10+ years,722
17200,17200.0,0.1969,60,home_improvement,0.0995,CO,RENT,3666.67,"[705, 709]",4.0,2117.0,3.0,2 years,707
19600,19575.0,0.1629,36,other,0.2938,NY,RENT,4166.67,"[680, 684]",17.0,22053.0,1.0,3 years,682
4000,4000.0,0.1148,36,debt_consolidation,0.2293,TX,MORTGAGE,3833.33,"[715, 719]",9.0,0.0,0.0,2 years,717
13000,13000.0,0.1311,36,debt_consolidation,0.1058,NH,RENT,5000.0,"[735, 739]",3.0,11090.0,1.0,1 year,737
8000,7850.0,0.0963,36,house,0.0024,KS,RENT,4250.0,"[790, 794]",4.0,132.0,3.0,5 years,792
25000,5640.7,0.1008,36,home_improvement,0.1042,MA,MORTGAGE,7916.67,"[755, 759]",23.0,16386.0,0.0,4 years,757
20000,19900.0,0.1025,36,wedding,0.1135,NY,RENT,7083.33,"[750, 754]",14.0,18196.0,0.0,3 years,752
27575,27575.0,0.1727,60,debt_consolidation,0.1828,WA,MORTGAGE,7833.33,"[680, 684]",20.0,28055.0,2.0,7 years,682
24000,24000.0,0.1433,36,debt_consolidation,0.1586,CA,MORTGAGE,7500.0,"[670, 674]",5.0,2426.0,0.0,10+ years,672
7000,7000.0,0.1849,36,wedding,0.1592,IL,RENT,5000.0,"[660, 664]",11.0,13665.0,1.0,5 years,662
12000,11975.0,0.1677,60,debt_consolidation,0.1071,MD,MORTGAGE,3500.0,"[685, 689]",6.0,26874.0,0.0,10+ years,687
14000,14000.0,0.1903,60,debt_consolidation,0.1352,CA,MORTGAGE,3616.0,"[670, 674]",9.0,13923.0,0.0,2 years,672
10000,9975.0,0.1114,36,debt_consolidation,0.1292,CA,RENT,2500.0,"[725, 729]",8.0,14257.0,0.0,3 years,727
7750,7750.0,0.0603,36,debt_consolidation,0.2201,CO,RENT,4766.67,"[780, 784]",14.0,4667.0,3.0,6 years,782
15000,11550.0,0.1367,36,debt_consolidation,0.1719,TX,OWN,3333.33,"[690, 694]",8.0,10820.0,0.0,5 years,692
15000,14950.0,0.1186,36,debt_consolidation,0.122,AR,MORTGAGE,5000.0,"[705, 709]",9.0,3470.0,3.0,10+ years,707
25000,25000.0,0.1531,36,debt_consolidation,0.13,CA,RENT,5416.67,"[685, 689]",10.0,22824.0,0.0,6 years,687
15000,14975.0,0.1491,60,debt_consolidation,0.0808,NC,MORTGAGE,4407.0,"[720, 724]",8.0,15818.0,1.0,n/a,722
5000,5000.0,0.1629,36,debt_consolidation,0.1606,CT,MORTGAGE,8750.0,"[660, 664]",12.0,19598.0,1.0,2 years,662
5000,5000.0,0.1298,36,wedding,0.1729,PA,MORTGAGE,3250.0,"[665, 669]",18.0,4656.0,0.0,3 years,667
35000,35000.0,0.1531,36,debt_consolidation,0.15,NJ,RENT,6666.67,"[680, 684]",22.0,33472.0,0.0,10+ years,682
7500,6025.0,0.1537,36,debt_consolidation,0.175,CA,OWN,5000.0,"[675, 679]",11.0,16422.0,0.0,< 1 year,677
25000,15675.0,0.1036,60,home_improvement,0.1626,CA,MORTGAGE,3333.33,"[765, 769]",6.0,22713.0,1.0,10+ years,767
3800,3800.0,0.1112,36,major_purchase,0.1545,PA,MORTGAGE,5416.67,"[700, 704]",11.0,9266.0,0.0,10+ years,702
2800,2800.0,0.089,36,other,0.2776,VA,RENT,3250.0,"[700, 704]",13.0,22401.0,0.0,10+ years,702
6250,6250.0,0.0749,36,credit_card,0.2397,AR,MORTGAGE,2900.0,"[730, 734]",13.0,21536.0,0.0,2 years,732
18000,17994.46,0.0991,36,debt_consolidation,0.1185,WA,MORTGAGE,3333.33,"[725, 729]",13.0,10416.0,2.0,5 years,727
6000,6000.0,0.1727,36,debt_consolidation,0.2913,WV,RENT,2752.92,"[660, 664]",12.0,4569.0,2.0,< 1 year,662
20000,20000.0,0.1409,36,debt_consolidation,0.3491,TX,MORTGAGE,4583.33,"[710, 714]",8.0,6510.0,1.0,2 years,712
8000,8000.0,0.1114,36,debt_consolidation,0.2393,KY,RENT,2666.67,"[700, 704]",11.0,10128.0,0.0,5 years,702
12000,12000.0,0.0662,36,home_improvement,0.0481,NY,MORTGAGE,9833.33,"[790, 794]",15.0,5584.0,2.0,10+ years,792
24000,7100.0,0.1112,60,home_improvement,0.1199,CO,OWN,5686.67,"[775, 779]",6.0,1726.0,2.0,2 years,777
3000,2925.0,0.1149,36,debt_consolidation,0.0922,CA,RENT,4900.0,"[690, 694]",6.0,3996.0,1.0,10+ years,692
5000,5000.0,0.0699,36,major_purchase,0.0851,AL,MORTGAGE,3750.0,"[745, 749]",12.0,3998.0,0.0,6 years,747
21850,21800.0,0.1399,60,debt_consolidation,0.1795,NY,RENT,3750.0,"[730, 734]",5.0,7102.0,0.0,3 years,732
21850,21850.0,0.2328,60,medical,0.2695,IL,MORTGAGE,5833.33,"[675, 679]",21.0,29643.0,2.0,3 years,677
10000,7586.93,0.1347,36,credit_card,0.142,CA,MORTGAGE,6666.67,"[690, 694]",8.0,126402.0,2.0,9 years,692
15000,10150.07,0.1568,36,other,0.0268,IL,OWN,2500.0,"[680, 684]",6.0,3004.0,2.0,1 year,682
9600,9600.0,0.0729,36,other,0.0966,RI,RENT,6048.0,"[740, 744]",7.0,15700.0,0.0,7 years,742
25000,24975.0,0.205,36,credit_card,0.1472,FL,RENT,7301.58,"[670, 674]",18.0,21675.0,0.0,4 years,672
25000,14401.65,0.1149,60,home_improvement,0.0495,FL,MORTGAGE,3333.33,"[780, 784]",9.0,3367.0,3.0,2 years,782
30000,29950.0,0.079,36,home_improvement,0.0034,MA,RENT,13416.67,"[810, 814]",9.0,2174.0,3.0,10+ years,812
20000,20000.0,0.1689,60,debt_consolidation,0.0683,WA,OWN,4000.0,"[700, 704]",6.0,5845.0,0.0,10+ years,702
14825,14825.0,0.1367,36,small_business,0.0955,CA,RENT,2500.0,"[695, 699]",8.0,8073.0,1.0,2 years,697
8000,8000.0,0.1727,36,debt_consolidation,0.0198,NY,MORTGAGE,6000.0,"[670, 674]",5.0,5032.0,2.0,10+ years,672
20000,20000.0,0.1171,36,debt_consolidation,0.1495,TX,MORTGAGE,10416.67,"[720, 724]",12.0,26179.0,2.0,1 year,722
7000,7000.0,0.079,36,medical,0.2096,TX,OWN,2300.0,"[765, 769]",4.0,0.0,0.0,10+ years,767
20000,19900.0,0.1062,36,debt_consolidation,0.1258,AL,MORTGAGE,2416.67,"[760, 764]",5.0,6011.0,0.0,1 year,762
5000,4500.0,0.1103,36,major_purchase,0.0047,PA,RENT,3166.67,"[680, 684]",5.0,4254.0,5.0,< 1 year,682
17625,17600.0,0.1311,36,credit_card,0.1488,OH,RENT,3333.33,"[675, 679]",6.0,20266.0,0.0,2 years,677
7150,7150.0,0.1311,36,debt_consolidation,0.1233,IL,RENT,3666.67,"[685, 689]",11.0,10561.0,1.0,< 1 year,687
25000,24775.0,0.1036,36,debt_consolidation,0.0094,HI,RENT,8533.33,"[720, 724]",9.0,28038.0,0.0,10+ years,722
15000,15000.0,0.1433,36,debt_consolidation,0.3342,AZ,RENT,4500.0,"[675, 679]",20.0,13369.0,0.0,< 1 year,677
9000,9000.0,0.0662,36,debt_consolidation,0.1385,MA,RENT,4166.67,"[765, 769]",5.0,7853.0,0.0,1 year,767
17600,17600.0,0.1635,36,debt_consolidation,0.1735,PA,MORTGAGE,7500.0,"[665, 669]",16.0,14555.0,0.0,7 years,667
10000,10000.0,0.1268,36,debt_consolidation,0.1396,IL,RENT,2500.0,"[690, 694]",6.0,10481.0,1.0,< 1 year,692
11200,11000.0,0.152,60,home_improvement,0.1647,VA,MORTGAGE,6750.0,"[675, 679]",15.0,19051.0,0.0,4 years,677
13225,13225.0,0.1531,36,debt_consolidation,0.2707,CA,RENT,5833.33,"[680, 684]",11.0,18569.0,1.0,10+ years,682
4000,4000.0,0.1114,36,other,0.338,FL,MORTGAGE,3333.33,"[700, 704]",12.0,12922.0,0.0,4 years,702
12000,11975.0,0.1099,36,credit_card,0.0946,NC,MORTGAGE,12083.33,"[720, 724]",7.0,43299.0,2.0,3 years,722
35000,35000.0,0.1905,36,debt_consolidation,0.2112,CT,MORTGAGE,13750.0,"[735, 739]",38.0,99549.0,2.0,10+ years,737
25000,17250.0,0.1459,36,debt_consolidation,0.2464,FL,RENT,8750.0,"[705, 709]",11.0,20798.0,1.0,< 1 year,707
9000,9000.0,0.0603,36,debt_consolidation,0.1223,VA,MORTGAGE,5000.0,"[750, 754]",13.0,5224.0,0.0,7 years,752
18225,18225.0,0.1212,36,debt_consolidation,0.2087,MN,MORTGAGE,4850.0,"[700, 704]",7.0,37592.0,0.0,3 years,702
4750,4750.0,0.1472,36,small_business,0.03,CO,OWN,866.67,"[660, 664]",6.0,740.0,0.0,n/a,662
14400,14400.0,0.0662,36,home_improvement,0.0671,FL,MORTGAGE,12500.0,"[770, 774]",6.0,1280.0,0.0,10+ years,772
30000,30000.0,0.2376,60,debt_consolidation,0.1425,WI,RENT,6928.13,"[660, 664]",6.0,28665.0,1.0,10+ years,662
13475,13475.0,0.1212,36,credit_card,0.1946,MA,MORTGAGE,2250.0,"[715, 719]",3.0,11674.0,0.0,< 1 year,717
10000,10000.0,0.1905,36,other,0.1795,SC,MORTGAGE,3750.0,"[675, 679]",10.0,7034.0,1.0,6 years,677
12000,12000.0,0.0662,36,credit_card,0.0946,CA,MORTGAGE,5833.33,"[740, 744]",9.0,12028.0,0.0,8 years,742
6000,6000.0,0.1689,60,debt_consolidation,0.1839,CA,RENT,3083.0,"[695, 699]",3.0,1181.0,0.0,3 years,697
9500,6500.0,0.0654,36,credit_card,0.1443,NH,MORTGAGE,7500.0,"[725, 729]",13.0,100233.0,0.0,10+ years,727
12000,11875.0,0.1038,60,credit_card,0.1698,FL,MORTGAGE,3791.67,"[780, 784]",10.0,59495.0,1.0,10+ years,782
5000,5000.0,0.089,36,credit_card,0.1593,PA,MORTGAGE,6666.67,"[705, 709]",10.0,12307.0,0.0,7 years,707
3600,3600.0,0.089,36,debt_consolidation,0.0327,NV,RENT,1558.33,"[745, 749]",4.0,1594.0,0.0,3 years,747
27000,26993.89,0.1427,60,home_improvement,0.1828,FL,OWN,4833.33,"[735, 739]",18.0,12588.0,1.0,7 years,737
10000,10000.0,0.1427,36,debt_consolidation,0.1097,IL,RENT,7500.0,"[665, 669]",6.0,7778.0,0.0,7 years,667
5450,5450.0,0.1311,36,medical,0.2591,AL,RENT,3500.0,"[670, 674]",9.0,7619.0,0.0,1 year,672
16000,13613.86,0.1528,60,debt_consolidation,0.1533,KY,MORTGAGE,3006.44,"[700, 704]",10.0,11011.0,0.0,10+ years,702
9750,9750.0,0.1727,36,debt_consolidation,0.2193,FL,RENT,2817.5,"[670, 674]",12.0,6324.0,1.0,1 year,672
30000,30000.0,0.0751,36,major_purchase,0.0108,NY,OWN,10416.67,"[785, 789]",6.0,740.0,0.0,5 years,787
14000,13975.0,0.1212,36,other,0.0325,NY,MORTGAGE,6250.0,"[705, 709]",14.0,7085.0,1.0,10+ years,707
8500,8500.0,0.0662,36,debt_consolidation,0.049,CA,MORTGAGE,4166.67,"[740, 744]",8.0,7114.0,0.0,10+ years,742
14400,14400.0,0.079,36,wedding,0.1789,FL,RENT,13100.0,"[745, 749]",11.0,14550.0,0.0,4 years,747
8000,8000.0,0.0714,36,debt_consolidation,0.0173,CA,RENT,3750.0,"[765, 769]",6.0,3381.0,0.0,< 1 year,767
12000,12000.0,0.1311,36,debt_consolidation,0.0646,NY,RENT,13166.67,"[680, 684]",8.0,8426.0,0.0,5 years,682
10400,10350.0,0.1311,36,debt_consolidation,0.0759,NY,OWN,6166.67,"[695, 699]",10.0,14193.0,0.0,7 years,697
21000,21000.0,0.1875,60,home_improvement,0.1131,NY,MORTGAGE,10250.0,"[695, 699]",12.0,38820.0,0.0,10+ years,697
6000,5925.0,0.1183,36,debt_consolidation,0.0344,CA,RENT,6333.33,"[705, 709]",13.0,7269.0,0.0,4 years,707
10800,10800.0,0.1367,60,car,0.0094,IL,RENT,7500.0,"[730, 734]",4.0,1577.0,0.0,< 1 year,732
2100,2100.0,0.1433,36,major_purchase,0.035,LA,OWN,1000.0,"[690, 694]",13.0,893.0,1.0,< 1 year,692
4000,4000.0,0.0603,36,other,0.1513,FL,MORTGAGE,6583.33,"[770, 774]",6.0,63294.0,0.0,10+ years,772
